,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
123,669,696.0,A,150000.0,100.0,,,,,,,,,8.86,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,25.4,A,91694.4,A,28085.2,A,0.31,A,0.0,A,0.0,A,0.0,A,1.0,A,91694.4,,capped,,696.0,A,150000.0,100.0,549.0,Paid off with renewal
235,939,744.0,A,150000.0,90.0,,,,,,,,,4.2,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,125.0,A,102433.25,A,12222.5,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,102433.25,,preferred,,744.0,A,150000.0,90.0,811.0,Paid in full
64,398,609.0,A,150000.0,100.0,,,,,,,,,4.73,A,,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,10.5,R,137265.92,A,29186.83,A,0.21,A,0.0,A,0.0,A,0.0,A,0.0,A,137265.92,,capped,,609.0,A,150000.0,100.0,303.0,Default
1418,5092,606.0,A,150000.0,100.0,,,,,,,,,9.42,A,79.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,66.0,A,53789.0,A,3000.0,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,53789.0,,preferred,,606.0,A,150000.0,100.0,4615.0,Default
304,1537,625.0,A,150000.0,100.0,,,,,,,,,2.78,A,23.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,625.0,A,150000.0,100.0,1522.0,Paid in full
1189,2629,542.0,C,35000.0,100.0,,,,,,,,,7.44,A,23.0,,Home,A,N,,0.0,A,0.0,A,,,2.3333333333333,C,29.333333333333,A,45553.5,A,2737.1666666667,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,45553.5,,preferred,,542.0,C,35000.0,100.0,2724.0,Paid in full
1927,9717,593.0,B,100000.0,100.0,,,,,,,,,14.23,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,593.0,B,100000.0,100.0,8128.0,Default
1351,4152,659.0,A,150000.0,100.0,,,,,,,,,1.12,B,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,659.0,A,150000.0,100.0,4171.0,Default
1671,6916,673.0,A,150000.0,100.0,,,,,,,,,1.84,B,83.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,2.5,R,250953.0,A,41752.0,A,0.17,A,0.0,A,0.0,A,0.0,A,0.0,A,250953.0,,capped,,673.0,A,150000.0,100.0,6100.0,Paid in full
1326,3852,539.0,C,35000.0,100.0,,,,,,,,,4.46,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,47.666666666667,A,30153.0,A,3377.3333333333,A,0.11,A,0.0,A,0.0,A,0.0,A,0.0,A,30153.0,,preferred,,539.0,C,35000.0,100.0,3856.0,Default
966,5956,747.0,A,150000.0,1000.0,,,,,,,,,17.04,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,747.0,A,150000.0,1000.0,5366.0,Paid in full
1910,9955,573.0,C,35000.0,100.0,,,,,,,,,7.65,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,573.0,C,35000.0,100.0,8262.0,Paid in full
370,1538,625.0,A,150000.0,100.0,,,,,,,,,2.78,A,23.0,,Home,A,N,,0.0,A,0.0,A,,,3.6,C,21.0,A,56987.8,A,2511.8,A,0.04,A,0.0,A,0.0,A,0.0,A,0.0,A,56987.8,,preferred,,625.0,A,150000.0,100.0,1522.0,Paid in full
1893,8334,650.0,A,150000.0,100.0,,,,,,,,,10.25,A,27.0,,Verified,A,N,,0.0,A,0.0,A,,,0.4,A,81.2,A,68463.6,A,2969.4,A,0.04,A,0.0,A,0.0,A,0.0,A,0.0,A,68463.6,,preferred,,650.0,A,150000.0,100.0,5871.0,Paid in full
962,5885,643.0,A,150000.0,50.0,582.0,B,100000.0,50.0,,,,,11.2,A,7.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,35.333333333333,A,42483.023333333,A,6065.7033333333,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,42483.023333333,,preferred,,612.0,A,150000.0,100.0,5301.0,Paid off with renewal
537,3378,688.0,A,150000.0,100.0,,,,,,,,,11.94,A,56.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,83.666666666667,A,184539.93,A,27124.04,A,0.15,A,0.0,A,0.0,A,0.0,A,4.0,D,184539.93,,preferred,,688.0,A,150000.0,100.0,3521.0,Default
342,1689,534.0,C,35000.0,50.0,,,,,,,,,2.82,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.66666666666667,A,4.6666666666667,R,10621.666666667,D,680.33333333333,D,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,10621.666666667,,preferred,,534.0,C,35000.0,50.0,1700.0,Default
1973,8755,620.0,B,100000.0,100.0,,,,,,,,,4.42,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,620.0,B,100000.0,100.0,7460.0,Paid via discounted payoff
1687,5885,643.0,A,150000.0,50.0,582.0,B,100000.0,50.0,,,,,11.2,A,7.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,35.333333333333,A,42483.023333333,A,6065.7033333333,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,42483.023333333,,preferred,,612.0,A,150000.0,100.0,5301.0,Paid off with renewal
603,3315,9002.0,R,,100.0,,,,,,,,,0.93,C,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,30.0,A,23013.333333333,A,3949.0,A,0.17,A,0.0,A,0.0,A,0.0,A,0.0,A,23013.333333333,,preferred,,9002.0,R,,100.0,3435.0,Paid off with renewal
1304,4159,537.0,C,35000.0,100.0,,,,,,,,,10.02,A,17.0,,Verified,A,N,,0.0,A,0.0,A,,,0.2,A,32.6,A,108504.4,A,12460.4,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,108504.4,,standard,,537.0,C,35000.0,100.0,4122.0,Default
1698,6271,713.0,A,150000.0,100.0,,,,,,,,,21.56,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,10.5,R,164320.45,A,48517.7075,A,0.3,A,0.0,A,0.0,A,0.0,A,1.0,A,164320.45,,preferred,,713.0,A,150000.0,100.0,5603.0,Paid off with renewal
344,1534,605.0,A,150000.0,100.0,,,,,,,,,12.49,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,13.0,A,96636.75,A,13500.0,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,96636.75,,preferred,,605.0,A,150000.0,100.0,1294.0,Default
1744,7109,625.0,A,150000.0,80.0,601.0,A,150000.0,20.0,,,,,8.06,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,1.1428571428571,B,74.857142857143,A,47251.285714286,A,2859.8571428571,A,0.06,A,0.0,A,0.0,A,0.0,A,0.0,A,47251.285714286,,preferred,,620.0,A,150000.0,100.0,5892.0,Paid off with renewal
593,3536,684.0,A,150000.0,100.0,,,,,,,,,0.31,D,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,21.666666666667,A,17995.096666667,A,5837.3933333333,A,0.32,A,0.0,A,0.0,A,0.0,A,0.0,A,17995.096666667,,preferred,,684.0,A,150000.0,100.0,3634.0,Paid in full
361,1998,624.0,A,150000.0,100.0,,,,,,,,,6.76,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,47.75,A,36983.5,A,3852.5,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,36983.5,,preferred,,624.0,A,150000.0,100.0,2059.0,Paid in full
1116,6765,684.0,A,150000.0,100.0,,,,,,,,,5.53,A,5.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,82.333333333333,A,115959.0,A,5333.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,1.0,A,115959.0,,preferred,,684.0,A,150000.0,100.0,6035.0,Paid via discounted payoff
839,5161,574.0,B,100000.0,100.0,,,,,,,,,14.98,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.5,A,22.5,A,57474.25,A,6064.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,57474.25,,preferred,,574.0,B,100000.0,100.0,4803.0,Default
1513,4881,609.0,A,150000.0,100.0,,,,,,,,,4.95,A,4.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,91.5,A,150277.01,A,61899.5,A,0.41,A,0.0,A,0.0,A,0.0,A,0.0,A,150277.01,,preferred,,609.0,A,150000.0,100.0,4618.0,Paid in full
335,1477,703.0,A,150000.0,100.0,,,,,,,,,26.58,A,73.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,10.2,R,145621.8,A,29204.182,A,0.2,A,0.0,A,0.0,A,0.0,A,1.0,A,145621.8,,preferred,,703.0,A,150000.0,100.0,1362.0,Paid in full
1602,4447,661.0,A,150000.0,100.0,,,,,,,,,16.49,A,88.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,9.75,R,767131.5,A,362456.5,A,0.47,A,0.0,A,0.0,A,0.0,A,1.0,A,767131.5,,capped,,661.0,A,150000.0,100.0,4222.0,Paid in full
798,5113,,,,25.0,,,,25.0,,,,,1.33,B,12.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,0.0,,,0.0,4769.0,Paid in full
1516,4962,582.0,B,100000.0,100.0,,,,,,,,,8.72,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,582.0,B,100000.0,100.0,4699.0,Paid in full
660,3807,600.0,A,150000.0,100.0,,,,,,,,,11.37,A,75.0,,,,N,,0.0,A,0.0,A,,,1.6666666666667,B,81.222222222222,A,135836.44444444,A,16430.172222222,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,135836.44444444,,,,600.0,A,150000.0,100.0,88.0,Paid in full
1014,6503,561.0,B,100000.0,50.0,9002.0,R,,50.0,,,,,5.88,A,74.0,,Home,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,64.0,A,23972.0,A,1325.3333333333,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,23972.0,,preferred,,4781.0,R,,100.0,5641.0,Paid off with renewal
414,2118,537.0,C,35000.0,100.0,,,,,,,,,9.83,A,17.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,32.75,A,65687.0,A,10049.5,A,0.15,A,0.0,A,0.0,A,0.0,A,1.0,A,65687.0,,preferred,,537.0,C,35000.0,100.0,2227.0,Paid off with renewal
1055,7200,616.0,A,150000.0,100.0,,,,,,,,,9.24,A,91.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,616.0,A,150000.0,100.0,6333.0,Paid via discounted payoff
1102,7481,677.0,A,150000.0,50.0,654.0,A,150000.0,50.0,,,,,0.99,C,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,3.3333333333333,C,267773.66666667,A,379791.66666667,A,1.42,A,0.0,A,0.0,A,0.0,A,1.0,A,267773.66666667,,preferred,,665.0,A,150000.0,100.0,6518.0,Default
809,4072,713.0,A,150000.0,100.0,,,,,,,,,21.56,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,713.0,A,150000.0,100.0,4124.0,Paid off with renewal
898,4578,613.0,A,150000.0,100.0,,,,,,,,,6.89,A,,,Home,A,N,,0.0,A,0.0,A,,,4.0,C,33.25,A,50514.1175,A,5013.8075,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,50514.1175,,preferred,,613.0,A,150000.0,100.0,4439.0,Paid in full
440,2359,624.0,A,150000.0,100.0,,,,,,,,,6.78,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,34.5,A,40408.0775,A,2808.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,40408.0775,,preferred,,624.0,A,150000.0,100.0,2059.0,Paid in full
1328,2929,500.0,C,35000.0,100.0,,,,,,,,,7.36,A,1.0,,Home,A,N,,0.0,A,0.0,A,,,3.75,C,10.5,R,70921.99,A,9731.49,A,0.14,A,0.0,A,0.0,A,0.0,A,0.0,A,70921.99,,preferred,,500.0,C,35000.0,100.0,2966.0,Default
1369,3675,509.0,C,35000.0,100.0,,,,,,,,,11.56,A,27.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,9.75,R,192711.555,A,21172.75,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,192711.555,,preferred,,509.0,C,35000.0,100.0,3750.0,Paid off with renewal
74,191,652.0,A,150000.0,100.0,,,,,,,,,4.71,A,,,Home,A,N,,0.0,A,0.0,A,,,3.25,C,10.0,R,990199.79,A,35251.38,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,990199.79,,preferred,,652.0,A,150000.0,,201.0,Default
47,144,620.0,A,150000.0,0.0,,,,0.0,,,,0.0,8.13,A,,,Home,,N,,0.0,A,0.0,A,,,0.0,A,73.25,A,0.0,D,27761.0,A,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,130551.27,,,,,,,,153.0,Paid off with renewal
945,6504,561.0,B,100000.0,50.0,500.0,C,35000.0,50.0,,,,,5.88,A,74.0,,Home,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,64.0,A,23972.0,A,1325.3333333333,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,23972.0,,preferred,,530.0,C,35000.0,100.0,5641.0,Paid off with renewal
1404,4386,639.0,A,150000.0,100.0,,,,,,,,,18.91,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,42.0,A,53112.03,A,7437.6666666667,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,53112.03,,preferred,,639.0,A,150000.0,100.0,4321.0,Paid in full
1292,3655,509.0,C,35000.0,100.0,,,,,,,,,11.56,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,509.0,C,35000.0,100.0,3750.0,Paid off with renewal
1302,3918,498.0,D,0.0,100.0,,,,,,,,,15.99,A,54.0,,Verified,A,N,,0.0,A,0.0,A,,,0.5,A,27.25,A,41224.25,A,9573.08,A,0.23,A,0.0,A,0.0,A,0.0,A,0.0,A,41224.25,,capped,,498.0,D,0.0,100.0,3876.0,Paid off with renewal
79,199,700.0,A,150000.0,2.0,700.0,A,150000.0,64.0,,,,,23.48,A,,,Home,A,N,,0.0,A,0.0,A,,,0.25,A,103.0,A,306318.51,A,6357.25,A,0.02,A,0.0,A,0.0,A,0.0,A,1.0,A,306318.51,,preferred,,700.0,A,150000.0,,204.0,Paid in full
805,3808,650.0,A,150000.0,100.0,650.0,A,150000.0,,,,,,31.55,A,75.0,,,,N,,0.0,A,0.0,A,,,0.25,A,18.5,A,40227.9575,A,2901.625,A,0.07,A,0.0,A,0.0,A,0.0,A,0.0,A,40227.9575,,,,650.0,A,150000.0,100.0,138.0,Paid in full
1652,5053,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,128530.32666667,A,8777.2666666667,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,128530.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1173,2708,432.0,D,0.0,100.0,,,,,,,,,3.06,A,13.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,60.0,A,50542.8,A,14812.8,A,0.29,A,0.0,A,0.0,A,0.0,A,1.0,A,50542.8,,preferred,,432.0,D,0.0,100.0,2828.0,Paid off with renewal
692,3610,497.0,D,0.0,100.0,,,,,,,,,1.42,B,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,497.0,D,0.0,100.0,3700.0,Default
56,210,632.0,A,150000.0,50.0,669.0,A,150000.0,50.0,,,,,0.04,D,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,1.0,A,0.0,,preferred,,650.0,A,150000.0,,203.0,Paid in full
500,2630,542.0,C,35000.0,100.0,,,,,,,,,7.44,A,23.0,,Verified,A,N,,0.0,A,0.0,A,,,2.3333333333333,C,29.333333333333,A,45553.5,A,2737.1666666667,A,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,45553.5,,preferred,,542.0,C,35000.0,100.0,2724.0,Paid in full
242,1009,508.0,C,35000.0,90.0,613.0,A,150000.0,10.0,,,,,4.12,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,518.0,C,35000.0,100.0,935.0,Default
1581,6196,488.0,D,0.0,100.0,,,,,,,,,5.44,A,4.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,488.0,D,0.0,100.0,5529.0,Paid in full
48,387,,,,100.0,,,,,,,,,1.98,B,,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,67.666666666667,A,75119.41,A,6881.47,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,75119.41,,preferred,,0.0,,,0.0,315.0,Paid off with renewal
334,1706,713.0,A,150000.0,100.0,,,,,,,,,3.08,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,34.666666666667,A,785371.0,A,127546.85,A,0.16,A,0.0,A,0.0,A,0.0,A,2.0,C,785371.0,,standard,,713.0,A,150000.0,100.0,633.0,Paid in full
345,2051,690.0,A,150000.0,33.3,717.0,A,150000.0,33.3,,,,,30.28,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.25,A,120.75,A,391481.25,A,47417.1075,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,391481.25,,preferred,,703.0,A,150000.0,66.6,2131.0,Default
299,1393,567.0,B,100000.0,70.0,,,,,,,,,2.97,A,72.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,10.2,R,71408.0,A,21484.02,A,0.3,A,0.0,A,0.0,A,0.0,A,1.0,A,71408.0,,preferred,,567.0,B,100000.0,70.0,1364.0,Paid in full
1731,5960,640.0,A,150000.0,100.0,,,,,,,,,2.3,A,43.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,640.0,A,150000.0,100.0,5368.0,Paid off with renewal
794,5052,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,128530.32666667,A,8777.2666666667,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,128530.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1022,7584,595.0,B,100000.0,100.0,,,,,,,,,0.07,D,25.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,32.75,A,49681.75,A,17387.0,A,0.35,A,0.0,A,0.0,A,0.0,A,0.0,A,49681.75,,preferred,,595.0,B,100000.0,100.0,6593.0,Default
881,5289,716.0,A,150000.0,100.0,,,,,,,,,5.59,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,43.25,A,179114.1175,A,20752.5,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,179114.1175,,preferred,,716.0,A,150000.0,100.0,4765.0,Paid via discounted payoff
1,40,600.0,A,150000.0,0.0,,,,0.0,,,,0.0,11.1,A,2.0,D,BRICK,A,N,,0.0,A,0.0,A,,,3.25,C,12.5,A,120347.5,A,5801.75,A,0.05,D,0.0,A,0.0,A,,,,,,,,,,,,,88.0,Paid in full
102,761,713.0,A,150000.0,100.0,,,,,,,,,3.02,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,34.75,A,808278.75,A,143658.7025,A,0.18,A,0.0,A,0.0,A,0.0,A,1.0,A,808278.75,,capped,,713.0,A,150000.0,100.0,633.0,Paid in full
621,4913,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.83,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,58165.0,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,58165.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
684,4268,577.0,B,100000.0,100.0,,,,,,,,,0.73,C,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.3333333333333,B,26.0,A,350464.33333333,A,37499.0,A,0.11,A,0.0,A,0.0,A,0.0,A,0.0,A,350464.33333333,,capped,,577.0,B,100000.0,100.0,4257.0,Default
1084,8644,673.0,A,150000.0,100.0,,,,,,,,,2.67,A,41.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,5.3333333333333,C,146077.15666667,A,90402.396666667,A,0.62,A,0.0,A,0.0,A,0.0,A,1.0,A,146077.15666667,,preferred,,673.0,A,150000.0,100.0,7352.0,Default
267,1397,650.0,A,150000.0,100.0,,,,,,,,,2.06,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,650.0,A,150000.0,100.0,1369.0,Default
808,4057,562.0,B,100000.0,100.0,,,,,,,,,8.23,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,139.25,A,63750.0,A,1532.5,A,0.02,A,0.0,A,0.0,A,0.0,A,0.0,A,63750.0,,capped,,562.0,B,100000.0,100.0,4048.0,Default
788,4805,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.82,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,58165.0,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,58165.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
369,1518,504.0,C,35000.0,100.0,,,,,,,,,4.22,A,21.0,,Verified,A,N,,0.0,A,0.0,A,,,4.8,D,28.8,A,66534.6,A,5499.0,A,0.08,A,0.0,A,0.0,A,0.0,A,1.0,A,66534.6,,standard,,504.0,C,35000.0,100.0,750.0,Default
657,3574,549.0,C,35000.0,100.0,,,,,,,,,5.94,A,,,Home,A,N,,0.0,A,0.0,A,,,3.75,C,19.75,A,34639.01,A,3396.0275,A,0.1,A,0.0,A,0.0,A,0.0,A,0.0,A,34639.01,,preferred,,549.0,C,35000.0,100.0,3666.0,Paid in full
367,1505,708.0,A,150000.0,100.0,,,,,,,,,12.39,A,72.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,16.25,A,215958.5,A,22176.5,A,0.1,A,0.0,A,0.0,A,0.0,A,2.0,C,215958.5,,capped,,708.0,A,150000.0,100.0,1481.0,Paid off with renewal
1309,4554,712.0,A,150000.0,100.0,,,,,,,,,28.91,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,50.0,A,45533.6725,A,5000.0,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,45533.6725,,preferred,,712.0,A,150000.0,100.0,4431.0,Paid off with renewal
1595,5506,599.0,B,100000.0,100.0,,,,,,,,,10.59,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,2.8333333333333,C,9.5,R,21274.916666667,A,2580.5,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,21274.916666667,,standard,,599.0,B,100000.0,100.0,5017.0,Paid in full
274,1289,564.0,B,100000.0,,,,,,,,,,,,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,0.0,,,0.0,1236.0,Paid off with renewal
205,890,638.0,A,150000.0,50.0,,,,,,,,,6.78,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.2,A,6.2,R,77533.2,A,45241.0,A,0.58,A,0.0,A,0.0,A,0.0,A,1.0,A,77533.2,,preferred,,638.0,A,150000.0,50.0,737.0,Default
1414,5016,519.0,C,35000.0,100.0,,,,,,,,,11.05,A,22.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,519.0,C,35000.0,100.0,4713.0,Paid in full
244,1338,,,,,,,,,,,,,,,,,Verified,A,N,,0.0,A,0.0,A,,,2666.6666666667,,17.333333333333,A,91666.666666667,A,4666.6666666667,A,0.05,A,0.0,A,0.0,A,0.0,A,1.0,A,91666.666666667,,preferred,,0.0,,,0.0,1294.0,Default
691,3595,623.0,A,150000.0,100.0,621.0,A,150000.0,50.0,,,,,4.83,A,85.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,56.0,A,68113.333333333,A,1019.3333333333,A,0.01,A,0.0,A,0.0,A,0.0,A,2.0,C,68113.333333333,,preferred,,622.0,A,150000.0,150.0,3550.0,Paid in full
